||||||158****9208|2088712812419302|USD||||||success||2018-11-26 01:26:29|2018-11-26 01:26:43|||||||E01010000000001|ALIPAY||2018112600222012643019301029626481|2018-11-26 01:26:43|trade_status_sync|||E000000220181125225613|2088231446546560||||[{"BANKCARD":"499.80"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000002|||72.0|2018112622001419301014800940|TRADE_SUCCESS|||USD||2018-11-25 22:57:11|22:57:11|1||
||||||150****9122|2088622558974815|USD||||||success||2018-11-26 13:13:04|2018-11-26 13:13:18|||||||E01010000000001|ALIPAY||2018112600222131318074811031377462|2018-11-26 13:13:18|trade_status_sync|||E000000220181126104249|2088231446546560||||[{"BANKCARD":"730.20"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000002|||105.0|2018112622001474811011432198|TRADE_SUCCESS|||USD||2018-11-26 10:43:46|10:43:46|1||
||||||yuk***@163.com|2088002306637645|USD||||||success||2018-11-26 13:45:02|2018-11-26 13:45:26|||||||E01010000000001|ALIPAY||2018112600222134526037641024658905|2018-11-26 13:45:26|trade_status_sync|||E000000220181126111444|2088231446546560||||[{"BANKCARD":"1988.93"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000002|||286.0|2018112622001437641007660777|TRADE_SUCCESS||286|USD||2018-11-26 11:15:36|11:15:36|1||
||||||yuk***@163.com|2088002306637645|USD||||||success||2018-11-26 13:47:00|2018-11-26 13:47:15|||||||E01010000000001|ALIPAY||2018112600222134716037641024624101|2018-11-26 13:47:16|trade_status_sync|||E000000420181126111556|2088231446546560||||[{"BANKCARD":"1988.93"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000004|||286.0|2018112622001437641007661558|TRADE_SUCCESS|||USD||2018-11-26 11:16:45|11:16:45|1||
||||||yoy***@126.com|2088002973893807|USD||||||success||2018-11-26 14:00:00|2018-11-26 14:00:04|||||||E01010000000001|ALIPAY||2018112600222140004093801036249418|2018-11-26 14:00:05|trade_status_sync|||E000000120181126112941|2088231446546560||||[{"PCREDIT":"62.49","PCC_PROD_ID":"9102"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000001|||9.0|2018112622001493801018504184|TRADE_SUCCESS|||USD||2018-11-26 11:30:37|11:30:37|1||
||||||130****3368|2088622430167201|USD||||||success||2018-11-26 14:52:57|2018-11-26 14:53:07|||||||E01010000000001|ALIPAY||2018112600222145307067201029281089|2018-11-26 14:53:08|trade_status_sync|||E000000120181126122233|2088231446546560||||[{"BANKCARD":"222.54"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000001|||32.0|2018112622001467201014720332|TRADE_SUCCESS|||USD||2018-11-26 12:23:24|12:23:24|1||
||||||jin***@sohu.com|2088002042216641|LKR||||||success||2018-11-26 16:40:09|2018-11-26 16:40:18|||||||E01010000000002|ALIPAY||2018112600222164019016641025567754|2018-11-26 16:40:19|trade_status_sync|||E000000520181126140952|2088231446546560||||[{"BANKCARD":"348.53"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||8950.01|2018112622001416641008128465|TRADE_SUCCESS|||LKR||2018-11-26 14:10:50|14:10:50|1||
||||||jin***@sohu.com|2088002042216641|LKR||||||success||2018-11-26 16:42:12|2018-11-26 16:42:18|||||||E01010000000002|ALIPAY||2018112600222164218016641025436755|2018-11-26 16:42:18|trade_status_sync|||E000000520181126141202|2088231446546560||||[{"BANKCARD":"164.53"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000005|||4225.0|2018112622001416641008129168|TRADE_SUCCESS|||LKR||2018-11-26 14:12:57|14:12:57|1||
||||||jin***@sohu.com|2088002042216641|LKR||||||success||2018-11-26 16:57:14|2018-11-26 16:57:22|||||||E01010000000002|ALIPAY||2018112600222165723016641025576394|2018-11-26 16:57:23|trade_status_sync|||E000000620181126142710|2088231446546560||||[{"BANKCARD":"1165.14"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Dynamic_QR|E0000006|||29920.0|2018112622001416641008130433|TRADE_SUCCESS|||LKR||2018-11-26 14:27:59|14:27:59|1||
||||||mer***@alitest.com|2088232173969406|LKR||||||success||2018-11-26 21:04:05|2018-11-26 21:04:20|||||||SP0101000000000|ALIPAY||2018112600222210420069401029794678|2018-11-26 21:04:20|trade_status_sync|||SP000000120181126183435|2088231446546560||||[{"ALIPAYACCOUNT":"0.39"}]||OVERSEAS_MBARCODE_PAY||||||||||SUCCESS|||||Alipay_Static_QR|SP0000001|||10|2018112622001469401014774665|TRADE_SUCCESS|||LKR||2018-11-26 18:34:35|18:34:35|s1||
